team_won,team_lost,stars_of_tournament,shape,event_name,score,time,team1,team2,target
NRG,Carpe Diem,0,nuke,ESL Challenger League Season 47 North America,6 - 13,Results for April 10th 2024,Carpe Diem,NRG,0
Nouns,MIGHT,0,mrg,ESL Challenger League Season 47 North America,13 - 4,Results for April 10th 2024,Nouns,MIGHT,1
BOSS,LAG,0,anc,ESL Challenger League Season 47 North America,13 - 11,Results for April 10th 2024,BOSS,LAG,1
NRG,Carpe Diem,0,anc,ESL Challenger League Season 47 North America,13 - 3,Results for April 10th 2024,NRG,Carpe Diem,1
Party Astronauts,One More,0,inf,ESL Challenger League Season 47 North America,13 - 3,Results for April 10th 2024,Party Astronauts,One More,1
paiN,Case,1,inf,ESL Challenger League Season 47 South America,10 - 13,Results for April 10th 2024,Case,paiN,0
MIBR,adalYamigos,0,vtg,ESL Challenger League Season 47 South America,4 - 13,Results for April 10th 2024,adalYamigos,MIBR,0
Galorys,BESTIA,0,mrg,ESL Challenger League Season 47 South America,13 - 5,Results for April 10th 2024,Galorys,BESTIA,1
Fluxo,ODDIK,0,vtg,ESL Challenger League Season 47 South America,11 - 13,Results for April 10th 2024,ODDIK,Fluxo,0
RED Canids,W7M,0,mrg,ESL Challenger League Season 47 South America,6 - 13,Results for April 10th 2024,W7M,RED Canids,0
MIBR,adalYamigos,0,nuke,ESL Challenger League Season 47 South America,16 - 13,Results for April 10th 2024,MIBR,adalYamigos,1
paiN,Case,1,nuke,ESL Challenger League Season 47 South America,13 - 11,Results for April 10th 2024,paiN,Case,1
BESTIA,Galorys,0,inf,ESL Challenger League Season 47 South America,13 - 8,Results for April 10th 2024,BESTIA,Galorys,1
Fluxo,ODDIK,0,inf,ESL Challenger League Season 47 South America,13 - 10,Results for April 10th 2024,Fluxo,ODDIK,1
RED Canids,W7M,0,ovp,ESL Challenger League Season 47 South America,13 - 9,Results for April 10th 2024,RED Canids,W7M,1
MIBR,RED Canids,0,bo3,BetBoom Dacha Belgrade 2024 South America Closed Qualifier,2 - 1,Results for April 10th 2024,MIBR,RED Canids,1
3DMAX,SAW,1,bo3,ESL Challenger League Season 47 Europe,1 - 2,Results for April 10th 2024,SAW,3DMAX,0
SINNERS,9 Pandas,0,bo3,ESL Challenger League Season 47 Europe,2 - 1,Results for April 10th 2024,SINNERS,9 Pandas,1
FORZE,brazylijski luz,0,bo3,ESL Challenger League Season 47 Europe,1 - 2,Results for April 10th 2024,brazylijski luz,FORZE,0
Rebels,B8,0,bo3,ESL Challenger League Season 47 Europe,1 - 2,Results for April 10th 2024,B8,Rebels,0
Imperial,Solid,1,inf,ESL Challenger League Season 47 South America,3 - 13,Results for April 9th 2024,Solid,Imperial,0
Apeks,fnatic,1,bo3,BetBoom Dacha Belgrade 2024 Europe Closed Qualifier,0 - 2,Results for April 9th 2024,fnatic,Apeks,0
RUSH B,PARIVISION,0,bo3,ESL Challenger League Season 47 Europe,0 - 2,Results for April 9th 2024,PARIVISION,RUSH B,0
KOI,Aurora,1,bo3,ESL Challenger League Season 47 Europe,2 - 0,Results for April 9th 2024,KOI,Aurora,1
TSM,Betera,0,bo3,ESL Challenger League Season 47 Europe,0 - 2,Results for April 9th 2024,Betera,TSM,0
Imperial,Solid,1,vtg,ESL Challenger League Season 47 South America,13 - 6,Results for April 9th 2024,Imperial,Solid,1
BLEED,Alliance,0,bo3,YaLLa Compass Spring 2024,1 - 2,Results for April 9th 2024,Alliance,BLEED,0
Ninjas in Pyjamas,Gods Reign,0,bo3,Skyesports Masters 2024,2 - 0,Results for April 9th 2024,Ninjas in Pyjamas,Gods Reign,1
Let Her Cook,Spirit fe,0,bo3,European Pro League Female Season 1,0 - 2,Results for April 9th 2024,Spirit fe,Let Her Cook,0
Apeks,KOI,1,bo3,BetBoom Dacha Belgrade 2024 Europe Closed Qualifier,0 - 2,Results for April 9th 2024,KOI,Apeks,0
Imperial,paiN,2,bo3,BetBoom Dacha Belgrade 2024 South America Closed Qualifier,2 - 0,Results for April 9th 2024,Imperial,paiN,1
BetBoom,BIG,0,bo3,Skyesports Masters 2024,1 - 2,Results for April 9th 2024,BIG,BetBoom,0
NIP Impact,NAVI Javelins,0,bo3,European Pro League Female Season 1,0 - 2,Results for April 9th 2024,NAVI Javelins,NIP Impact,0
Aurora,1WIN,0,bo3,BetBoom Dacha Belgrade 2024 Europe Closed Qualifier,0 - 2,Results for April 9th 2024,1WIN,Aurora,0
MOUZ NXT,Zero Tenacity,0,bo3,European Pro League Season 15,0 - 2,Results for April 9th 2024,Zero Tenacity,MOUZ NXT,0
Guild Eagles,Metizport,0,bo3,YaLLa Compass Spring 2024,0 - 2,Results for April 9th 2024,Metizport,Guild Eagles,0
HEROIC,FURIA,2,bo3,IEM Chengdu 2024,2 - 1,Results for April 9th 2024,HEROIC,FURIA,1
ALTERNATE aTTaX,ECLOT,0,bo3,European Pro League Season 15,0 - 2,Results for April 9th 2024,ECLOT,ALTERNATE aTTaX,0
G2,Lynn Vision,1,bo3,IEM Chengdu 2024,2 - 0,Results for April 9th 2024,G2,Lynn Vision,1
BLEED,HAVU,0,bo3,Elisa Invitational Spring 2024,0 - 2,Results for April 9th 2024,HAVU,BLEED,0
Aurora,9 Pandas,1,bo3,BetBoom Dacha Belgrade 2024 Europe Closed Qualifier,0 - 2,Results for April 9th 2024,9 Pandas,Aurora,0
Alliance,Astralis Talent,0,bo3,European Pro League Season 15,1 - 2,Results for April 9th 2024,Astralis Talent,Alliance,0
Astralis,FaZe,1,bo3,IEM Chengdu 2024,2 - 0,Results for April 9th 2024,Astralis,FaZe,1
ex-Preasy,ECF,0,bo3,Elisa Invitational Spring 2024,2 - 0,Results for April 9th 2024,ex-Preasy,ECF,1
Nemiga,Steel Helmet,0,bo3,IEM Chengdu 2024,0 - 2,Results for April 9th 2024,Steel Helmet,Nemiga,0
Virtus.pro,FlyQuest,1,bo3,IEM Chengdu 2024,1 - 2,Results for April 9th 2024,FlyQuest,Virtus.pro,0
Cloud9,Wildcard,1,bo3,IEM Chengdu 2024,2 - 0,Results for April 9th 2024,Cloud9,Wildcard,1
MIBR,W7M,0,bo3,RES Regional Series 3 LATAM,0 - 2,Results for April 9th 2024,W7M,MIBR,0
RED Canids,BESTIA,0,bo3,BetBoom Dacha Belgrade 2024 South America Closed Qualifier,0 - 2,Results for April 9th 2024,BESTIA,RED Canids,0
Fluxo,ODDIK,0,bo3,RES Regional Series 3 LATAM,0 - 2,Results for April 9th 2024,ODDIK,Fluxo,0
fnatic,Apeks,1,bo3,BetBoom Dacha Belgrade 2024 Europe Closed Qualifier,1 - 2,Results for April 9th 2024,Apeks,fnatic,0
Aurora,Metizport,1,bo3,BetBoom Dacha Belgrade 2024 Europe Closed Qualifier,2 - 1,Results for April 8th 2024,Aurora,Metizport,1
paiN,Sharks,1,bo3,BetBoom Dacha Belgrade 2024 South America Closed Qualifier,0 - 2,Results for April 8th 2024,Sharks,paiN,0
Astralis W,Permitta W,0,bo3,European Pro League Female Season 1,2 - 1,Results for April 8th 2024,Astralis W,Permitta W,1
1WIN,9 Pandas,0,bo3,BetBoom Dacha Belgrade 2024 Europe Closed Qualifier,2 - 0,Results for April 8th 2024,1WIN,9 Pandas,1
Aurora,OG,0,bo3,Skyesports Masters 2024,2 - 0,Results for April 8th 2024,Aurora,OG,1
RED Canids,Bounty Hunters,0,bo3,RES Regional Series 3 LATAM,2 - 0,Results for April 8th 2024,RED Canids,Bounty Hunters,1
Espionage,Endpoint,0,def,YaLLa Compass Spring 2024,1 - 0,Results for April 8th 2024,Espionage,Endpoint,1
KOI,GUN5,0,bo3,BetBoom Dacha Belgrade 2024 Europe Closed Qualifier,0 - 2,Results for April 8th 2024,GUN5,KOI,0
FORZE,ENCE,1,bo3,Skyesports Masters 2024,1 - 2,Results for April 8th 2024,ENCE,FORZE,0
MOUZ,FURIA,2,bo3,IEM Chengdu 2024,1 - 2,Results for April 8th 2024,FURIA,MOUZ,0
Pigeons,VP.Angels,0,bo3,European Pro League Female Season 1,2 - 0,Results for April 8th 2024,Pigeons,VP.Angels,1
Solid,LA RUGONETA,0,bo3,RES Regional Series 3 LATAM,0 - 2,Results for April 8th 2024,LA RUGONETA,Solid,0
fnatic,KOI,0,vtg,BetBoom Dacha Belgrade 2024 Europe Closed Qualifier,3 - 13,Results for April 8th 2024,KOI,fnatic,0
9 Pandas,Metizport,1,anc,BetBoom Dacha Belgrade 2024 Europe Closed Qualifier,6 - 13,Results for April 8th 2024,Metizport,9 Pandas,0
MOUZ NXT,B8,0,bo3,Elisa Invitational Spring 2024,1 - 2,Results for April 8th 2024,B8,MOUZ NXT,0
Permitta,HAVU,0,bo3,YaLLa Compass Spring 2024,0 - 2,Results for April 8th 2024,HAVU,Permitta,0
Apeks,GUN5,1,anc,BetBoom Dacha Belgrade 2024 Europe Closed Qualifier,19 - 15,Results for April 8th 2024,Apeks,GUN5,1
Lynn Vision,TYLOO,0,bo3,IEM Chengdu 2024,2 - 0,Results for April 8th 2024,Lynn Vision,TYLOO,1
1WIN,Aurora,0,anc,BetBoom Dacha Belgrade 2024 Europe Closed Qualifier,13 - 1,Results for April 8th 2024,1WIN,Aurora,1
Liquid,G2,1,bo3,IEM Chengdu 2024,1 - 2,Results for April 8th 2024,G2,Liquid,0
HEROIC,9z,1,bo3,IEM Chengdu 2024,0 - 2,Results for April 8th 2024,9z,HEROIC,0
SINNERS,ALTERNATE aTTaX,0,bo3,Elisa Invitational Spring 2024,2 - 0,Results for April 8th 2024,SINNERS,ALTERNATE aTTaX,1
Permitta,JANO,0,bo3,European Pro League Season 15,2 - 0,Results for April 8th 2024,Permitta,JANO,1
FaZe,Nemiga,1,inf,IEM Chengdu 2024,13 - 8,Results for April 8th 2024,FaZe,Nemiga,1
Astralis,Steel Helmet,0,anc,IEM Chengdu 2024,2 - 13,Results for April 8th 2024,Steel Helmet,Astralis,0
Virtus.pro,Wildcard,1,inf,IEM Chengdu 2024,1 - 13,Results for April 8th 2024,Wildcard,Virtus.pro,0
FlyQuest,Cloud9,1,anc,IEM Chengdu 2024,6 - 13,Results for April 8th 2024,Cloud9,FlyQuest,0
MOUZ,TYLOO,1,ovp,IEM Chengdu 2024,11 - 13,Results for April 8th 2024,TYLOO,MOUZ,0
FURIA,Lynn Vision,1,anc,IEM Chengdu 2024,13 - 9,Results for April 8th 2024,FURIA,Lynn Vision,1
G2,9z,1,nuke,IEM Chengdu 2024,13 - 10,Results for April 8th 2024,G2,9z,1
Liquid,HEROIC,1,anc,IEM Chengdu 2024,13 - 8,Results for April 8th 2024,Liquid,HEROIC,1
MIBR,paiN,1,bo3,BetBoom Dacha Belgrade 2024 South America Closed Qualifier,1 - 2,Results for April 8th 2024,paiN,MIBR,0
adalYamigos,Case,0,bo3,RES Regional Series 3 LATAM,2 - 1,Results for April 8th 2024,adalYamigos,Case,1
Shimmer,Limitless Angels,0,bo3,ESL Impact Spring 2024 Cash Cup 1 North America,2 - 0,Results for April 8th 2024,Shimmer,Limitless Angels,1
Imperial,RED Canids,1,bo3,BetBoom Dacha Belgrade 2024 South America Closed Qualifier,0 - 2,Results for April 8th 2024,RED Canids,Imperial,0
paiN,Galorys,1,bo3,RES Regional Series 3 LATAM,2 - 0,Results for April 8th 2024,paiN,Galorys,1
ex-FORZE Ladies,ENCE Athena,0,bo3,ESL Impact Spring 2024 Cash Cup 1 Europe,0 - 2,Results for April 7th 2024,ENCE Athena,ex-FORZE Ladies,0
Imperial,FURIA Academy,1,bo3,RES Regional Series 3 LATAM,2 - 1,Results for April 7th 2024,Imperial,FURIA Academy,1
Metizport,EYEBALLERS,0,bo3,LuckyCasino Cup 2024,2 - 0,Results for April 7th 2024,Metizport,EYEBALLERS,1
Johnny Speeds,Alliance,0,bo3,LuckyCasino Cup 2024,2 - 0,Results for April 7th 2024,Johnny Speeds,Alliance,1
Pigeons,NIP Impact,0,bo3,Tradeit League FE Masters Season 2,0 - 2,Results for April 7th 2024,NIP Impact,Pigeons,0
Sharks,BESTIA,0,bo3,RES Regional Series 3 LATAM,0 - 2,Results for April 7th 2024,BESTIA,Sharks,0
EYEBALLERS,Alliance,0,bo3,LuckyCasino Cup 2024,2 - 1,Results for April 7th 2024,EYEBALLERS,Alliance,1
3DMAX,Young Ninjas,0,bo3,A1 Gaming League Season 8,2 - 0,Results for April 7th 2024,3DMAX,Young Ninjas,1
Pigeons,BIG EQUIPA,0,bo3,Tradeit League FE Masters Season 2,2 - 1,Results for April 7th 2024,Pigeons,BIG EQUIPA,1
NIP Impact,Fearless Cheetahs,0,bo3,Tradeit League FE Masters Season 2,0 - 2,Results for April 7th 2024,Fearless Cheetahs,NIP Impact,0
ex-Preasy,Zero Tenacity,0,bo3,A1 Gaming League Season 8,2 - 0,Results for April 7th 2024,ex-Preasy,Zero Tenacity,1
Metizport,Johnny Speeds,0,bo3,LuckyCasino Cup 2024,2 - 0,Results for April 7th 2024,Metizport,Johnny Speeds,1
BESTIA,Fluxo,0,bo3,BetBoom Dacha Belgrade 2024 South America Closed Qualifier,0 - 2,Results for April 7th 2024,Fluxo,BESTIA,0
MIBR,Bounty Hunters,0,bo3,RES Regional Series 3 LATAM,2 - 0,Results for April 7th 2024,MIBR,Bounty Hunters,1
Fluxo,Solid,0,bo3,RES Regional Series 3 LATAM,2 - 1,Results for April 7th 2024,Fluxo,Solid,1
Alliance,Lilmix,0,bo3,LuckyCasino Cup 2024,2 - 1,Results for April 7th 2024,Alliance,Lilmix,1
Sharks,ODDIK,0,bo3,BetBoom Dacha Belgrade 2024 South America Closed Qualifier,2 - 0,Results for April 6th 2024,Sharks,ODDIK,1
W7M,RED Canids,0,bo3,RES Regional Series 3 LATAM,1 - 2,Results for April 6th 2024,RED Canids,W7M,0
EYEBALLERS,Onliners5,0,bo3,LuckyCasino Cup 2024,2 - 0,Results for April 6th 2024,EYEBALLERS,Onliners5,1
ODDIK,LA RUGONETA,0,bo3,RES Regional Series 3 LATAM,2 - 0,Results for April 6th 2024,ODDIK,LA RUGONETA,1
BetBoom,Alliance,0,bo3,A1 Gaming League Season 8,2 - 0,Results for April 6th 2024,BetBoom,Alliance,1
Johnny Speeds,JANO,0,bo3,LuckyCasino Cup 2024,2 - 0,Results for April 6th 2024,Johnny Speeds,JANO,1
NIP Impact,GUILD fe,0,bo3,Tradeit League FE Masters Season 2,2 - 1,Results for April 6th 2024,NIP Impact,GUILD fe,1
BIG EQUIPA,Spirit fe,0,bo3,Tradeit League FE Masters Season 2,2 - 0,Results for April 6th 2024,BIG EQUIPA,Spirit fe,1
Pigeons,ENCE Athena,0,bo3,Tradeit League FE Masters Season 2,2 - 0,Results for April 6th 2024,Pigeons,ENCE Athena,1
Sampi,Enterprise,0,bo3,A1 Gaming League Season 8,1 - 2,Results for April 6th 2024,Enterprise,Sampi,0
Fearless Cheetahs,Let Her Cook,0,bo3,Tradeit League FE Masters Season 2,2 - 0,Results for April 6th 2024,Fearless Cheetahs,Let Her Cook,1
Metizport,Young Gods,0,bo3,LuckyCasino Cup 2024,2 - 0,Results for April 6th 2024,Metizport,Young Gods,1
Espionage,UNiTY,0,bo3,European Pro League 2nd Division Season 11,2 - 0,Results for April 6th 2024,Espionage,UNiTY,1
MIBR,Fluxo,0,anc,ESL Challenger League Season 47 South America,8 - 13,Results for April 6th 2024,Fluxo,MIBR,0
Fluxo,MIBR,0,inf,ESL Challenger League Season 47 South America,14 - 16,Results for April 6th 2024,MIBR,Fluxo,0
2GAME,adalYamigos,0,anb,ESL Challenger League Season 47 South America,13 - 8,Results for April 6th 2024,2GAME,adalYamigos,1
adalYamigos,2GAME,0,vtg,ESL Challenger League Season 47 South America,13 - 7,Results for April 6th 2024,adalYamigos,2GAME,1
MIBR,ODDIK,0,bo3,BetBoom Dacha Belgrade 2024 South America Closed Qualifier,2 - 1,Results for April 6th 2024,MIBR,ODDIK,1
BetBoom,BLEED,0,bo3,BetBoom Dacha Belgrade 2024 Europe Closed Qualifier,2 - 0,Results for April 5th 2024,BetBoom,BLEED,1
SINNERS,Nexus,0,bo3,Thunderpick World Championship 2024 EU Closed Qualifier 1,1 - 2,Results for April 5th 2024,Nexus,SINNERS,0
paiN,Sharks,1,bo3,BetBoom Dacha Belgrade 2024 South America Closed Qualifier,2 - 0,Results for April 5th 2024,paiN,Sharks,1
BLEED,Alliance,0,bo3,BetBoom Dacha Belgrade 2024 Europe Closed Qualifier,2 - 0,Results for April 5th 2024,BLEED,Alliance,1
Secret,9 Pandas,0,bo3,Thunderpick World Championship 2024 EU Closed Qualifier 1,0 - 2,Results for April 5th 2024,9 Pandas,Secret,0
UNiTY,ECLOT,0,bo3,European Pro League 2nd Division Season 11,1 - 2,Results for April 5th 2024,ECLOT,UNiTY,0
SAW,PGE Turow,1,bo3,Thunderpick World Championship 2024 EU Closed Qualifier 1,2 - 0,Results for April 5th 2024,SAW,PGE Turow,1
Take Flyte,Carpe Diem,0,inf,ESL Challenger League Season 47 North America,13 - 7,Results for April 5th 2024,Take Flyte,Carpe Diem,1
Party Astronauts,MIGHT,0,anc,ESL Challenger League Season 47 North America,5 - 13,Results for April 5th 2024,MIGHT,Party Astronauts,0
One More,Limitless,0,inf,ESL Challenger League Season 47 North America,1 - 13,Results for April 5th 2024,Limitless,One More,0
LAG,Nouns,0,vtg,ESL Challenger League Season 47 North America,13 - 5,Results for April 5th 2024,LAG,Nouns,1
Nouns fe,cleanup crew fe,0,bo3,ESL Impact League Season 5 North America,2 - 1,Results for April 5th 2024,Nouns fe,cleanup crew fe,1
BOSS,FLUFFY AIMERS,0,anc,ESL Challenger League Season 47 North America,10 - 13,Results for April 5th 2024,FLUFFY AIMERS,BOSS,0
Take Flyte,Carpe Diem,0,nuke,ESL Challenger League Season 47 North America,6 - 13,Results for April 5th 2024,Carpe Diem,Take Flyte,0
Limitless,One More,0,anb,ESL Challenger League Season 47 North America,7 - 13,Results for April 5th 2024,One More,Limitless,0
Nouns,LAG,0,nuke,ESL Challenger League Season 47 North America,13 - 1,Results for April 5th 2024,Nouns,LAG,1
Party Astronauts,MIGHT,0,ovp,ESL Challenger League Season 47 North America,13 - 0,Results for April 5th 2024,Party Astronauts,MIGHT,1
adalYamigos,BESTIA,0,anb,ESL Challenger League Season 47 South America,13 - 10,Results for April 5th 2024,adalYamigos,BESTIA,1
BOSS,FLUFFY AIMERS,0,mrg,ESL Challenger League Season 47 North America,13 - 8,Results for April 5th 2024,BOSS,FLUFFY AIMERS,1
FlyQuest RED,COVEN,0,bo3,ESL Impact League Season 5 North America,2 - 0,Results for April 5th 2024,FlyQuest RED,COVEN,1
paiN,Sharks,1,mrg,ESL Challenger League Season 47 South America,9 - 13,Results for April 5th 2024,Sharks,paiN,0
BESTIA,adalYamigos,0,inf,ESL Challenger League Season 47 South America,28 - 24,Results for April 5th 2024,BESTIA,adalYamigos,1
MIBR,Solid,0,anc,ESL Challenger League Season 47 South America,4 - 13,Results for April 5th 2024,Solid,MIBR,0
Fluxo,Corinthians,0,anc,ESL Challenger League Season 47 South America,8 - 13,Results for April 5th 2024,Corinthians,Fluxo,0
Case,RED Canids,0,anc,ESL Challenger League Season 47 South America,13 - 5,Results for April 5th 2024,Case,RED Canids,1
Imperial,ODDIK,1,inf,ESL Challenger League Season 47 South America,8 - 13,Results for April 5th 2024,ODDIK,Imperial,0
MIBR,Solid,0,vtg,ESL Challenger League Season 47 South America,13 - 11,Results for April 5th 2024,MIBR,Solid,1
RED Canids,Case,0,mrg,ESL Challenger League Season 47 South America,13 - 10,Results for April 5th 2024,RED Canids,Case,1
paiN,Sharks,1,vtg,ESL Challenger League Season 47 South America,13 - 8,Results for April 5th 2024,paiN,Sharks,1
Fluxo,Corinthians,0,mrg,ESL Challenger League Season 47 South America,13 - 8,Results for April 5th 2024,Fluxo,Corinthians,1
Imperial,ODDIK,1,vtg,ESL Challenger League Season 47 South America,13 - 4,Results for April 5th 2024,Imperial,ODDIK,1
MIBR fe,Atrix,0,bo3,ESL Impact League Season 5 South America,0 - 2,Results for April 5th 2024,Atrix,MIBR fe,0
Fluxo Demons,KG fe,0,bo3,ESL Impact League Season 5 South America,2 - 0,Results for April 5th 2024,Fluxo Demons,KG fe,1
Imperial,BESTIA,1,bo3,BetBoom Dacha Belgrade 2024 South America Closed Qualifier,2 - 1,Results for April 4th 2024,Imperial,BESTIA,1
NAVI Javelins,Spirit fe,0,bo3,ESL Impact League Season 5 Europe,2 - 1,Results for April 4th 2024,NAVI Javelins,Spirit fe,1
9 Pandas,TSM,0,bo3,ESL Challenger League Season 47 Europe,2 - 0,Results for April 4th 2024,9 Pandas,TSM,1
Sangal,EYEBALLERS,0,bo3,ESL Challenger League Season 47 Europe,0 - 2,Results for April 4th 2024,EYEBALLERS,Sangal,0
Aurora,Ninjas in Pyjamas,0,bo3,ESL Challenger Jönköping 2024 Europe Closed Qualifier,2 - 0,Results for April 4th 2024,Aurora,Ninjas in Pyjamas,1
BetBoom,Alliance,0,bo3,BetBoom Dacha Belgrade 2024 Europe Closed Qualifier,2 - 0,Results for April 4th 2024,BetBoom,Alliance,1
BIG EQUIPA,ENCE Athena,0,bo3,ESL Impact League Season 5 Europe,0 - 2,Results for April 4th 2024,ENCE Athena,BIG EQUIPA,0
SAW,Betera,1,bo3,ESL Challenger League Season 47 Europe,0 - 2,Results for April 4th 2024,Betera,SAW,0
RED Canids,Fluxo,0,bo3,BetBoom Dacha Belgrade 2024 South America Closed Qualifier,2 - 1,Results for April 4th 2024,RED Canids,Fluxo,1
Rebels,ALTERNATE aTTaX,0,bo3,ESL Challenger League Season 47 Europe,2 - 1,Results for April 4th 2024,Rebels,ALTERNATE aTTaX,1
KOI,NOM,0,bo3,Thunderpick World Championship 2024 EU Closed Qualifier 1,2 - 0,Results for April 4th 2024,KOI,NOM,1
BLEED,Benched Heroes,0,bo3,BetBoom Dacha Belgrade 2024 Europe Closed Qualifier,2 - 0,Results for April 4th 2024,BLEED,Benched Heroes,1
Ninjas in Pyjamas,Metizport,0,bo3,ESL Challenger Jönköping 2024 Europe Closed Qualifier,2 - 1,Results for April 4th 2024,Ninjas in Pyjamas,Metizport,1
3DMAX,Space,0,bo3,ESL Challenger League Season 47 Europe,0 - 2,Results for April 4th 2024,Space,3DMAX,0
brazylijski luz,ex-Sprout,0,def,ESL Challenger League Season 47 Europe,0 - 1,Results for April 4th 2024,ex-Sprout,brazylijski luz,0
Passion UA,HAVU,0,bo3,YaLLa Compass Spring 2024,0 - 2,Results for April 4th 2024,HAVU,Passion UA,0
Alliance,Benched Heroes,0,ovp,BetBoom Dacha Belgrade 2024 Europe Closed Qualifier,13 - 2,Results for April 4th 2024,Alliance,Benched Heroes,1
ENCE,Aurora Young Blud,1,bo3,Thunderpick World Championship 2024 EU Closed Qualifier 1,2 - 0,Results for April 4th 2024,ENCE,Aurora Young Blud,1
BetBoom,BLEED,0,anc,BetBoom Dacha Belgrade 2024 Europe Closed Qualifier,13 - 9,Results for April 4th 2024,BetBoom,BLEED,1
Espionage,UNiTY,0,bo3,European Pro League 2nd Division Season 11,2 - 0,Results for April 4th 2024,Espionage,UNiTY,1
ECSTATIC,JANO,1,bo3,Thunderpick World Championship 2024 EU Closed Qualifier 1,2 - 0,Results for April 4th 2024,ECSTATIC,JANO,1
ECLOT,PGE Turow,0,bo3,European Pro League 2nd Division Season 11,2 - 1,Results for April 4th 2024,ECLOT,PGE Turow,1
Party Astronauts,Nouns,0,bo3,ESL Challenger Jönköping 2024 North America Closed Qualifier,0 - 2,Results for April 4th 2024,Nouns,Party Astronauts,0
Take Flyte,Limitless,0,nuke,ESL Challenger League Season 47 North America,6 - 13,Results for April 4th 2024,Limitless,Take Flyte,0
Elevate,LAG,0,ovp,ESL Challenger League Season 47 North America,6 - 13,Results for April 4th 2024,LAG,Elevate,0
MIBR,Fluxo,0,bo3,ESL Challenger Jönköping 2024 South America Closed Qualifier,2 - 1,Results for April 4th 2024,MIBR,Fluxo,1
Take Flyte,Limitless,0,anb,ESL Challenger League Season 47 North America,13 - 8,Results for April 4th 2024,Take Flyte,Limitless,1
LAG,Elevate,0,anc,ESL Challenger League Season 47 North America,9 - 13,Results for April 4th 2024,Elevate,LAG,0
Karma,Limitless Angels,0,bo3,ESL Impact League Season 5 North America,2 - 0,Results for April 4th 2024,Karma,Limitless Angels,1
